"","word","n"
"3008","presid",1
"3009","presidency",1
"3010","presidenta",1
"3011","presidentandpay",1
"3012","presidentarrives",1
"3013","presidentas",1
"3014","presidentcongratulated",1
"3015","presidentearly",1
"3016","presidentfrom",1
"3017","presidentgives",1
"3018","presidenthad",1
"3019","presidenthas",1
"3020","presidenthighlights",1
"3021","presidentrips",1
"3022","presidentsenate",1
"3023","presidentshowing",1
"3024","presidentthe",1
"3025","presidentto",1
"3026","press",1
"3027","pressayswants",1
"3028","pretending",1
"3029","pretty",1
"3030","price",1
"3031","pride",1
"3032","pro",1
"3033","proamericarally",1
"3034","professional",1
"3035","professor",1
"3036","prognostications",1
"3037","progress",1
"3038","projecting",1
"3039","projections",1
"3040","promise",1
"3041","promised",1
"3042","promotingwill",1
"3043","properly",1
"3044","properties",1
"3045","property",1
"3046","proposal",1
"3047","proposed",1
"3048","proposing",1
"3049","prosecond",1
"3050","prosecute",1
"3051","prosecution",1
"3052","prosecutor",1
"3053","prosperous",1
"3054","protectedamerican",1
"3055","protection",1
"3056","protections",1
"3057","protects",1
"3058","protest",1
"3059","prove",1
"3060","proves",1
"3061","provide",1
"3062","providedmillion",1
"3063","pulled",1
"3064","pulling",1
"3065","purchased",1
"3066","pure",1
"3067","push",1
"3068","pushin",1
"3069","putting",1
"3070","queens",1
"3071","quest",1
"3072","questionbecause",1
"3073","quick",1
"3074","quickly",1
"3075","quote",1
"3076","quotebiden",1
"3077","racebased",1
"3078","races",1
"3079","racist",1
"3080","radicals",1
"3081","radioenjoy",1
"3082","rage",1
"3083","rail",1
"3084","raises",1
"3085","raisetrillion",1
"3086","ran",1
"3087","ranchers",1
"3088","rand",1
"3089","randy",1
"3090","rangeseven",1
"3091","ratcliffe",1
"3092","ratingrepublican",1
"3093","ratingthank",1
"3094","rationing",1
"3095","ravaged",1
"3096","rcp",1
"3097","rdvote",1
"3098","reached",1
"3099","reaching",1
"3100","reaffirm",1
"3101","realities",1
"3102","realize",1
"3103","realized",1
"3104","reason",1
"3105","rebuild",1
"3106","rec",1
"3107","recall",1
"3108","receivedbillion",1
"3109","recently",1
"3110","recipient",1
"3111","reckless",1
"3112","reclaim",1
"3113","recognize",1
"3114","recommendation",1
"3115","recommends",1
"3116","recorded",1
"3117","recording",1
"3118","recordother",1
"3119","recovered",1
"3120","redact",1
"3121","redactions",1
"3122","reelected",1
"3123","reelection",1
"3124","reference",1
"3125","referring",1
"3126","refugees",1
"3127","refuse",1
"3128","refutes",1
"3129","reg",1
"3130","regarded",1
"3131","regarding",1
"3132","regardless",1
"3133","regime",1
"3134","registrations",1
"3135","regulation",1
"3136","reidchuck",1
"3137","rejecting",1
"3138","rejection",1
"3139","relaxed",1
"3140","relied",1
"3141","religious",1
"3142","remarkable",1
"3143","remarkablethe",1
"3144","remedy",1
"3145","remind",1
"3146","remove",1
"3147","removed",1
"3148","removestrump",1
"3149","reopened",1
"3150","replaced",1
"3151","reports",1
"3152","represenative",1
"3153","representatives",1
"3154","repu",1
"3155","republi",1
"3156","republic",1
"3157","requests",1
"3158","required",1
"3159","requirements",1
"3160","requirementsvery",1
"3161","requires",1
"3162","residents",1
"3163","resigned",1
"3164","resolution",1
"3165","respects",1
"3166","results",1
"3167","resultsmust",1
"3168","resume",1
"3169","retirecould",1
"3170","returned",1
"3171","returns",1
"3172","retweets",1
"3173","revelations",1
"3174","reversed",1
"3175","review",1
"3176","reviewhistory",1
"3177","reviewing",1
"3178","reviews",1
"3179","revolution",1
"3180","rewatch",1
"3181","rhe",1
"3182","richterwill",1
"3183","ridiculously",1
"3184","righ",1
"3185","rino",1
"3186","riot",1
"3187","riotersi",1
"3188","rioterslooters",1
"3189","riots",1
"3190","ripping",1
"3191","risk",1
"3192","roaring",1
"3193","robber",1
"3194","roe",1
"3195","rogan",1
"3196","role",1
"3197","roles",1
"3198","rolling",1
"3199","rolls",1
"3200","rollssignificantly",1
"3201","ron",1
"3202","room",1
"3203","rose",1
"3204","roseville",1
"3205","rounds",1
"3206","roundtable",1
"3207","rs",1
"3208","rubio",1
"3209","rude",1
"3210","ruining",1
"3211","rule",1
"3212","rulesa",1
"3213","rumor",1
"3214","rumors",1
"3215","rushing",1
"3216","russiacollus",1
"3217","russiagate",1
"3218","ruth",1
"3219","ryan",1
"3220","sabotaged",1
"3221","sacrificing",1
"3222","sad",1
"3223","safer",1
"3224","safesecure",1
"3225","safetycrime",1
"3226","saga",1
"3227","salaries",1
"3228","sale",1
"3229","sales",1
"3230","sam",1
"3231","sample",1
"3232","sat",1
"3233","savannas",1
"3234","savedusa",1
"3235","savings",1
"3236","savior",1
"3237","sc",1
"3238","scale",1
"3239","scamgo",1
"3240","scarboroughs",1
"3241","sch",1
"3242","school",1
"3243","schumer",1
"3244","scoop",1
"3245","scratch",1
"3246","scum",1
"3247","sea",1
"3248","sectionprotections",1
"3249","securit",1
"3250","seei",1
"3251","seem",1
"3252","seen",1
"3253","selfdefe",1
"3254","sell",1
"3255","semiautos",1
"3256","senates",1
"3257","senatorial",1
"3258","senatorwe",1
"3259","send",1
"3260","senior",1
"3261","sensethey",1
"3262","sentences",1
"3263","sept",1
"3264","septat",1
"3265","sergeant",1
"3266","service",1
"3267","set",1
"3268","setting",1
"3269","shadow",1
"3270","shake",1
"3271","shallow",1
"3272","sham",1
"3273","shameful",1
"3274","shape",1
"3275","sharper",1
"3276","shearer",1
"3277","shed",1
"3278","sheddin",1
"3279","sheltering",1
"3280","shenanigans",1
"3281","shield",1
"3282","shiny",1
"3283","shipped",1
"3284","shocking",1
"3285","short",1
"3286","shouldn",1
"3287","showed",1
"3288","showing",1
"3289","showtimes",1
"3290","shutdown",1
"3291","shutdowns",1
"3292","shuts",1
"3293","sickening",1
"3294","sided",1
"3295","siege",1
"3296","signature",1
"3297","signed",1
"3298","significant",1
"3299","signing",1
"3300","silent",1
"3301","silly",1
"3302","sillywith",1
"3303","simply",1
"3304","simpson",1
"3305","singledose",1
"3306","singleshot",1
"3307","sinister",1
"3308","sir",1
"3309","sitting",1
"3310","situation",1
"3311","sj",1
"3312","skip",1
"3313","slams",1
"3314","slow",1
"3315","slowly",1
"3316","smallest",1
"3317","smear",1
"3318","smile",1
"3319","soc",1
"3320","socalled",1
"3321","socialism",1
"3322","socialist",1
"3323","socialists",1
"3324","softballs",1
"3325","sold",1
"3326","solidarity",1
"3327","someonelectures",1
"3328","soonyoure",1
"3329","sorts",1
"3330","sounding",1
"3331","sounds",1
"3332","space",1
"3333","speaking",1
"3334","special",1
"3335","speculating",1
"3336","speech",1
"3337","speeches",1
"3338","speed",1
"3339","spells",1
"3340","spend",1
"3341","spending",1
"3342","spewing",1
"3343","spirit",1
"3344","split",1
"3345","splitting",1
"3346","spread",1
"3347","spying",1
"3348","square",1
"3349","sta",1
"3350","stab",1
"3351","stack",1
"3352","staffers",1
"3353","staffs",1
"3354","stance",1
"3355","standard",1
"3356","star",1
"3357","stark",1
"3358","starrand",1
"3359","startedcalifornia",1
"3360","stated",1
"3361","stateoftheart",1
"3362","statessupreme",1
"3363","stealing",1
"3364","steel",1
"3365","steele",1
"3366","steeles",1
"3367","stephanie",1
"3368","sterling",1
"3369","stopping",1
"3370","strange",1
"3371","strategy",1
"3372","strength",1
"3373","strip",1
"3374","strongest",1
"3375","strzok",1
"3376","stuck",1
"3377","study",1
"3378","stunningly",1
"3379","stupid",1
"3380","success",1
"3381","suddenly",1
"3382","suffered",1
"3383","suit",1
"3384","summary",1
"3385","sup",1
"3386","super",1
"3387","superbowl",1
"3388","superior",1
"3389","supernec",1
"3390","supportbillion",1
"3391","supporting",1
"3392","supposed",1
"3393","supposedly",1
"3394","supr",1
"3395","supre",1
"3396","supremacistwhile",1
"3397","supremacy",1
"3398","surge",1
"3399","surprise",1
"3400","surprising",1
"3401","surrounding",1
"3402","surveil",1
"3403","survival",1
"3404","survived",1
"3405","survivor",1
"3406","suspected",1
"3407","swift",1
"3408","swiftly",1
"3409","swine",1
"3410","sycophants",1
"3411","ta",1
"3412","tactic",1
"3413","tactics",1
"3414","takesthings",1
"3415","talbott",1
"3416","tale",1
"3417","talked",1
"3418","talks",1
"3419","tally",1
"3420","tank",1
"3421","tantrums",1
"3422","tape",1
"3423","target",1
"3424","tariffs",1
"3425","taught",1
"3426","taxesall",1
"3427","tba",1
"3428","teachersstudents",1
"3429","teams",1
"3430","techlamestream",1
"3431","telling",1
"3432","temper",1
"3433","ten",1
"3434","termhas",1
"3435","terminated",1
"3436","terribleunfair",1
"3437","territory",1
"3438","terrorist",1
"3439","terroristsviolent",1
"3440","testified",1
"3441","testify",1
"3442","text",1
"3443","tha",1
"3444","thankful",1
"3445","thanks",1
"3446","thanmembers",1
"3447","thanmonths",1
"3448","thanshe",1
"3449","thanwinning",1
"3450","thanwith",1
"3451","thatll",1
"3452","thatvoters",1
"3453","thatwatch",1
"3454","theafter",1
"3455","theam",1
"3456","theamerican",1
"3457","thecommittee",1
"3458","thecommunications",1
"3459","thefor",1
"3460","thegop",1
"3461","theit",1
"3462","themselves",1
"3463","themy",1
"3464","theor",1
"3465","theories",1
"3466","theorizing",1
"3467","theory",1
"3468","theplatinumplan",1
"3469","thepolice",1
"3470","thepoll",1
"3471","thepresidential",1
"3472","theratings",1
"3473","thereby",1
"3474","theres",1
"3475","thestory",1
"3476","theunited",1
"3477","theworkforce",1
"3478","theyears",1
"3479","theyll",1
"3480","theyre",1
"3481","theyve",1
"3482","thinblueline",1
"3483","thinker",1
"3484","thorough",1
"3485","thoughtdems",1
"3486","threatening",1
"3487","threats",1
"3488","throughsince",1
"3489","throwing",1
"3490","thugs",1
"3491","tie",1
"3492","tiegen",1
"3493","ties",1
"3494","tig",1
"3495","till",1
"3496","timeis",1
"3497","timid",1
"3498","timing",1
"3499","tip",1
"3500","tired",1
"3501","tn",1
"3502","toand",1
"3503","toandat",1
"3504","todaygreat",1
"3505","todayin",1
"3506","tointerview",1
"3507","toledo",1
"3508","tolerate",1
"3509","toliveam",1
"3510","tom",1
"3511","tomaga",1
"3512","tonightand",1
"3513","tonys",1
"3514","tostop",1
"3515","toto",1
"3516","tounder",1
"3517","toward",1
"3518","towering",1
"3519","townscitiesnow",1
"3520","trailer",1
"3521","train",1
"3522","transcripts",1
"3523","transfer",1
"3524","transforming",1
"3525","transition",1
"3526","transitionbut",1
"3527","treason",1
"3528","treasonous",1
"3529","treasure",1
"3530","treasured",1
"3531","treat",1
"3532","treated",1
"3533","treatment",1
"3534","treatments",1
"3535","trees",1
"3536","trial",1
"3537","trifecta",1
"3538","trillion",1
"3539","tripled",1
"3540","troops",1
"3541","trouble",1
"3542","truck",1
"3543","truckerstrump",1
"3544","trueif",1
"3545","trumphis",1
"3546","trumppence",1
"3547","trumpvictory",1
"3548","trusted",1
"3549","truthjoe",1
"3550","turning",1
"3551","turns",1
"3552","tweets",1
"3553","twice",1
"3554","ufcsgives",1
"3555","ugly",1
"3556","ukrainian",1
"3557","unacceptable",1
"3558","unanimous",1
"3559","unclean",1
"3560","uncovered",1
"3561","uncovers",1
"3562","undecided",1
"3563","underestimate",1
"3564","undermine",1
"3565","understands",1
"3566","unelectable",1
"3567","uneven",1
"3568","unfixable",1
"3569","unfortunately",1
"3570","unhinged",1
"3571","unintentional",1
"3572","unite",1
"3573","unity",1
"3574","universities",1
"3575","university",1
"3576","unlawful",1
"3577","unlike",1
"3578","unparalleled",1
"3579","unqualified",1
"3580","unrelated",1
"3581","unresolved",1
"3582","unse",1
"3583","unsolicited",1
"3584","unused",1
"3585","unwavering",1
"3586","unyielding",1
"3587","upcoming",1
"3588","update",1
"3589","upheld",1
"3590","upholding",1
"3591","upon",1
"3592","uprising",1
"3593","uproar",1
"3594","upset",1
"3595","upsquare",1
"3596","using",1
"3597","vacated",1
"3598","vaccinescures",1
"3599","value",1
"3600","vehicle",1
"3601","vendor",1
"3602","veracity",1
"3603","veritasuncovers",1
"3604","vernon",1
"3605","version",1
"3606","vet",1
"3607","veteran",1
"3608","vetsmilitary",1
"3609","vicepresident",1
"3610","victims",1
"3611","victory",1
"3612","vietnam",1
"3613","viole",1
"3614","violence",1
"3615","virginias",1
"3616","virginiawhat",1
"3617","virtually",1
"3618","visiting",1
"3619","vital",1
"3620","voice",1
"3621","voices",1
"3622","voterthank",1
"3623","vudu",1
"3624","vzquez",1
"3625","wacko",1
"3626","wade",1
"3627","wales",1
"3628","wallaces",1
"3629","wanda",1
"3630","wanna",1
"3631","wantsmaga",1
"3632","wantsneeds",1
"3633","wantto",1
"3634","warmongers",1
"3635","warners",1
"3636","warren",1
"3637","warrenthe",1
"3638","warsthe",1
"3639","wash",1
"3640","wasnt",1
"3641","watchers",1
"3642","watcherssecurity",1
"3643","watchinterviewing",1
"3644","watchjust",1
"3645","watchparty",1
"3646","water",1
"3647","watergate",1
"3648","wayrelated",1
"3649","ways",1
"3650","weaponized",1
"3651","wear",1
"3652","website",1
"3653","wed",1
"3654","weekendcolumn",1
"3655","weekso",1
"3656","weekthe",1
"3657","weird",1
"3658","weli",1
"3659","wellconnected",1
"3660","whathas",1
"3661","whats",1
"3662","wheres",1
"3663","wherever",1
"3664","whether",1
"3665","whistleblower",1
"3666","whitmer",1
"3667","whitmeropen",1
"3668","william",1
"3669","willing",1
"3670","winds",1
"3671","winner",1
"3672","winschina",1
"3673","winwe",1
"3674","wired",1
"3675","wisconsinso",1
"3676","wise",1
"3677","wish",1
"3678","witchhunt",1
"3679","withandto",1
"3680","withatpm",1
"3681","within",1
"3682","withof",1
"3683","witnessed",1
"3684","witnessedappoint",1
"3685","wo",1
"3686","woefully",1
"3687","wolves",1
"3688","woman",1
"3689","woodward",1
"3690","wordofficially",1
"3691","wordscan",1
"3692","wordwatch",1
"3693","works",1
"3694","worl",1
"3695","worldcuttingedge",1
"3696","worldincluding",1
"3697","worldmaga",1
"3698","worldt",1
"3699","worried",1
"3700","worry",1
"3701","worsecoup",1
"3702","worship",1
"3703","worth",1
"3704","wowi",1
"3705","wowmail",1
"3706","write",1
"3707","written",1
"3708","wron",1
"3709","wrote",1
"3710","yearlyplus",1
"3711","yesterdays",1
"3712","yikes",1
"3713","yoes",1
"3714","youandfor",1
"3715","young",1
"3716","yourselves",1
"3717","youso",1
"3718","youtube",1
"3719","youve",1
