"","word","n"
"2943","stealing",1
"2944","steel",1
"2945","steele",1
"2946","steeles",1
"2947","stephanie",1
"2948","sterling",1
"2949","stopping",1
"2950","strange",1
"2951","strategy",1
"2952","strength",1
"2953","strip",1
"2954","strongest",1
"2955","strzok",1
"2956","stuck",1
"2957","study",1
"2958","stunningly",1
"2959","stupid",1
"2960","success",1
"2961","suddenly",1
"2962","suffered",1
"2963","suit",1
"2964","summary",1
"2965","super",1
"2966","superbowl",1
"2967","superior",1
"2968","supernec",1
"2969","supportbillion",1
"2970","supporting",1
"2971","supposed",1
"2972","supposedly",1
"2973","supr",1
"2974","supre",1
"2975","supremacistwhile",1
"2976","supremacy",1
"2977","surge",1
"2978","surprise",1
"2979","surprising",1
"2980","surrounding",1
"2981","surveil",1
"2982","survival",1
"2983","survived",1
"2984","survivor",1
"2985","suspected",1
"2986","swift",1
"2987","swiftly",1
"2988","swine",1
"2989","sycophants",1
"2990","ta",1
"2991","tactic",1
"2992","tactics",1
"2993","takesthings",1
"2994","talbott",1
"2995","tale",1
"2996","talked",1
"2997","talks",1
"2998","tally",1
"2999","tank",1
"3000","tantrums",1
"3001","tape",1
"3002","target",1
"3003","tariffs",1
"3004","taught",1
"3005","taxesall",1
"3006","tba",1
"3007","teachersstudents",1
"3008","teams",1
"3009","techlamestream",1
"3010","telling",1
"3011","temper",1
"3012","ten",1
"3013","termhas",1
"3014","terminated",1
"3015","terribleunfair",1
"3016","territory",1
"3017","terrorist",1
"3018","terroristsviolent",1
"3019","testified",1
"3020","testify",1
"3021","text",1
"3022","tha",1
"3023","thankful",1
"3024","thanmembers",1
"3025","thanmonths",1
"3026","thanshe",1
"3027","thanwinning",1
"3028","thanwith",1
"3029","thatll",1
"3030","thatvoters",1
"3031","thatwatch",1
"3032","theafter",1
"3033","theam",1
"3034","theamerican",1
"3035","thecommittee",1
"3036","thecommunications",1
"3037","thefor",1
"3038","thegop",1
"3039","theit",1
"3040","themy",1
"3041","theor",1
"3042","theories",1
"3043","theorizing",1
"3044","theory",1
"3045","theplatinumplan",1
"3046","thepolice",1
"3047","thepoll",1
"3048","thepresidential",1
"3049","theratings",1
"3050","thestory",1
"3051","theunited",1
"3052","theworkforce",1
"3053","theyears",1
"3054","theyll",1
"3055","theyre",1
"3056","theyve",1
"3057","thinblueline",1
"3058","thinker",1
"3059","thoughtdems",1
"3060","threatening",1
"3061","threats",1
"3062","throughsince",1
"3063","throwing",1
"3064","thugs",1
"3065","tie",1
"3066","tiegen",1
"3067","ties",1
"3068","tig",1
"3069","till",1
"3070","timeis",1
"3071","timid",1
"3072","timing",1
"3073","tip",1
"3074","tired",1
"3075","tn",1
"3076","toand",1
"3077","toandat",1
"3078","todaygreat",1
"3079","todayin",1
"3080","tointerview",1
"3081","toledo",1
"3082","tolerate",1
"3083","toliveam",1
"3084","tom",1
"3085","tomaga",1
"3086","tonightand",1
"3087","tonys",1
"3088","tostop",1
"3089","toto",1
"3090","tounder",1
"3091","towering",1
"3092","townscitiesnow",1
"3093","trailer",1
"3094","train",1
"3095","transcripts",1
"3096","transfer",1
"3097","transforming",1
"3098","transition",1
"3099","transitionbut",1
"3100","treason",1
"3101","treasonous",1
"3102","treasure",1
"3103","treasured",1
"3104","treat",1
"3105","treated",1
"3106","treatment",1
"3107","treatments",1
"3108","trees",1
"3109","trial",1
"3110","trifecta",1
"3111","trillion",1
"3112","tripled",1
"3113","troops",1
"3114","trouble",1
"3115","truck",1
"3116","truckerstrump",1
"3117","trueif",1
"3118","trumphis",1
"3119","trumppence",1
"3120","trumpvictory",1
"3121","trusted",1
"3122","truthjoe",1
"3123","tweets",1
"3124","ufcsgives",1
"3125","ugly",1
"3126","ukrainian",1
"3127","unacceptable",1
"3128","unanimous",1
"3129","unclean",1
"3130","uncovered",1
"3131","uncovers",1
"3132","undecided",1
"3133","underestimate",1
"3134","undermine",1
"3135","understands",1
"3136","unelectable",1
"3137","uneven",1
"3138","unfixable",1
"3139","unhinged",1
"3140","unintentional",1
"3141","unite",1
"3142","unity",1
"3143","universities",1
"3144","university",1
"3145","unlawful",1
"3146","unlike",1
"3147","unparalleled",1
"3148","unqualified",1
"3149","unrelated",1
"3150","unresolved",1
"3151","unse",1
"3152","unsolicited",1
"3153","unused",1
"3154","unwavering",1
"3155","unyielding",1
"3156","upcoming",1
"3157","update",1
"3158","upheld",1
"3159","upholding",1
"3160","uprising",1
"3161","uproar",1
"3162","upset",1
"3163","upsquare",1
"3164","vacated",1
"3165","vaccinescures",1
"3166","vehicle",1
"3167","vendor",1
"3168","veracity",1
"3169","veritasuncovers",1
"3170","vernon",1
"3171","version",1
"3172","vet",1
"3173","veteran",1
"3174","vetsmilitary",1
"3175","vicepresident",1
"3176","victims",1
"3177","victory",1
"3178","vietnam",1
"3179","viole",1
"3180","violence",1
"3181","virginias",1
"3182","virginiawhat",1
"3183","virtually",1
"3184","visiting",1
"3185","vital",1
"3186","voice",1
"3187","voices",1
"3188","voterthank",1
"3189","vudu",1
"3190","vzquez",1
"3191","wacko",1
"3192","wade",1
"3193","wales",1
"3194","wallaces",1
"3195","wanda",1
"3196","wanna",1
"3197","wantsmaga",1
"3198","wantsneeds",1
"3199","wantto",1
"3200","warmongers",1
"3201","warners",1
"3202","warren",1
"3203","warrenthe",1
"3204","warsthe",1
"3205","wash",1
"3206","wasnt",1
"3207","watchers",1
"3208","watcherssecurity",1
"3209","watchinterviewing",1
"3210","watchjust",1
"3211","watchparty",1
"3212","water",1
"3213","watergate",1
"3214","wayrelated",1
"3215","weaponized",1
"3216","wear",1
"3217","website",1
"3218","wed",1
"3219","weekendcolumn",1
"3220","weekso",1
"3221","weekthe",1
"3222","weird",1
"3223","weli",1
"3224","wellconnected",1
"3225","whathas",1
"3226","whats",1
"3227","wheres",1
"3228","whistleblower",1
"3229","whitmer",1
"3230","whitmeropen",1
"3231","william",1
"3232","winds",1
"3233","winner",1
"3234","winschina",1
"3235","winwe",1
"3236","wired",1
"3237","wisconsinso",1
"3238","wise",1
"3239","witchhunt",1
"3240","withandto",1
"3241","withatpm",1
"3242","withof",1
"3243","witnessed",1
"3244","witnessedappoint",1
"3245","wo",1
"3246","woefully",1
"3247","wolves",1
"3248","woman",1
"3249","woodward",1
"3250","wordofficially",1
"3251","wordscan",1
"3252","wordwatch",1
"3253","worl",1
"3254","worldcuttingedge",1
"3255","worldincluding",1
"3256","worldmaga",1
"3257","worldt",1
"3258","worried",1
"3259","worry",1
"3260","worsecoup",1
"3261","worship",1
"3262","worth",1
"3263","wowi",1
"3264","wowmail",1
"3265","write",1
"3266","written",1
"3267","wron",1
"3268","wrote",1
"3269","yearlyplus",1
"3270","yesterdays",1
"3271","yikes",1
"3272","yoes",1
"3273","youandfor",1
"3274","youso",1
"3275","youtube",1
"3276","youve",1
